,Japanese,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,English,Theme,Genre,German,Spanish,French,Demographics
65,クレヨンしんちゃん,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2398,"87,965","1,328",42152,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,,Shin Chan,['School'],,Shin Chan,Shin Chan,,
66,ドラゴンクエスト ダイの大冒険,['TV'],100,Finished Airing,"Oct 3, 2020 to Oct 22, 2022",['Fall 2020'],Saturdays at 09:30 (JST),"['TV Tokyo', 'Square Enix', 'Shueisha']","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.73,#1216,#2613,"76,644",645,25970,"A long time ago, there was a valiant swordsman who came to be known simply as ""the hero."" There was a demon who has caused people suffering. The hero and his companions arrived to challenge the demon to a battle and by combining their powers, the battle was brought swift conclusion. With no one around to cause trouble, the island became a quiet place where everyone could live together in peace. Several years later, the demon is revived. Our present-day protagonist, Dai, lives on a remote island in the southern seas and dreams of becoming a great hero. When he hears about the demon's revival, Dai and his friends take it upon themselves to stop him and the evil force that revived him. Along the way, Dai discovers the identity of ""the hero,"" the truth behind the evil force who revived the demon, and Dai's own hidden powers that surface in times of peril. (Source: MU, edited)","['Adaptation (Manga) Dragon Quest: Dai no Daibouken', '']",Dragon Quest: Dai no Daibouken (2020),Dragon Quest: Dai's Great Adventure,Dragon Quest: The Adventure of Dai,,,Dragon Quest: The Adventure of Dai,Dragon Quest: La Aventura de Dai,Dragon Quest: The Adventure of Dai,
67,薔薇王の葬列,['TV'],24,Finished Airing,"Jan 9, 2022 to Jun 26, 2022",['Winter 2022'],Sundays at 22:30 (JST),"['Lantis', 'Akita Shoten']",['Crunchyroll'],['J.C.Staff'],['Manga'],"['Action', 'Drama', 'Supernatural']",,['Shoujo'],23 min. per ep.,PG-13 - Teens 13 or older,6.38,#7805,#2937,"62,834",396,13538,"Richard Plantagenet has dedicated his whole life to becoming strong enough to fight alongside his father, the Duke of York. Together they have waged war to reclaim the right to the throne of England from King Henry VI and the House of Lancaster. However, the young Richard hides a secret—one that his mother scorns him for, which the cruel voices in his head never fail to remind him of. Even amid his personal turmoil, he is fortunate to find solace in the light of his father's love. But when the War of the Roses takes a turn for the bloodier, the fervent ambitions of Richard grow while his old loyalties splinter, threatening to taint his family's path to glory. [Written by MAL Rewrite]","['Adaptation (Manga) Baraou no Souretsu', '']",Baraou no Souretsu,,Requiem of the Rose King,['Historical'],,,,,
68,CUE!,['TV'],24,Finished Airing,"Jan 8, 2022 to Jun 25, 2022",['Winter 2022'],Saturdays at 01:55 (JST),"['Pony Canyon', 'APDREAM', 'Liber Entertainment']","None found,","['Yumeta Company', 'Graphinica']",Game,,"['Music', 'Showbiz']",,24 min. per ep.,PG-13 - Teens 13 or older,6.78,#5427,#4542,"26,910",148,7878,"As a new agency, AiRBLUE's roster consists of voice actresses with absolutely no experience. Expecting to hone their skills and build courage at a gradual pace, the girls are taken aback when the head of their agency, Masaki Ootori, announces that they will be partaking in an audition for Bloomball—a popular sports manga receiving an anime adaptation. Despite all odds being stacked against them, each of the girls is now presented with a momentous chance to make their debut in the unrelenting world of voice acting. [Written by MAL Rewrite]",[],Cue!,,,,,,,,
69,デジモンゴーストゲーム,['TV'],67,Finished Airing,"Oct 3, 2021 to Mar 26, 2023",['Fall 2021'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']","None found,",['Toei Animation'],Other,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,23 min. per ep.,PG-13 - Teens 13 or older,6.74,#5676,#4696,"24,786",164,7263,"Sightings of mysterious creatures known as ""Hologram Ghosts"" have been a popular topic on social networks for the past few years. According to the rumors, several people have fallen victim to these specters. Those fortunate to survive their encounters with the paranormal beings claim that they resembled glitched holograms. Hazakura Academy middle school student Hiro Amanokawa believes these sightings are merely an urban legend. However, as the incidents start to increase in frequency, he is reminded of the day his father suddenly vanished, with strange digital watches serving as the only relics of his disappearance. Much like the other sightings, what happened to Hiro's father cannot be explained by conventional logic. One day, when a fellow student in the academy is attacked by a Hologram Ghost, Hiro and his friend Kiyoshirou Higashimitarai decide to look into the matter. Little does Hiro know that this investigation will be their first step toward discovering a dangerous world previously unknown to mankind. [Written by MAL Rewrite]",[],Digimon Ghost Game,,Digimon Ghost Game,,,,,,
70,シェンムー,['TV'],13,Finished Airing,"Feb 6, 2022 to May 1, 2022",['Winter 2022'],Sundays at 14:30 (JST),['Wave Master'],"None found,",['Telecom Animation Film'],Game,"['Action', 'Adventure']",,,23 min. per ep.,R - 17+ (violence & profanity),6.64,#6249,#4798,"23,517",153,7461,"1985, Yokosuka. Ryo Hazuki has trained to master the Hazuki Style Jujitsu under his strict father in the Hazuki Dojo from his childhood. However, one day a mysterious man named Lan Di murders his father and takes the “mirror” his father was protecting. Ryo is determined to find the truth behind his father’s murder, but soon finds himself getting stuck in a war between the underground organizations…. Traveling from Yokosuka to Hong Kong, Ryo’s long journey begins! (Source: Crunchyroll)",[],Shenmue the Animation,,,['Martial Arts'],,,,,
71,ドラえもん (2005),['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,,25 min.,PG - Children,7.72,#1248,#4997,"21,388",239,9579,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,,['Anthropomorphic'],,,,,"['Kids', 'Shounen']"
72,ぐでたま,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,"['Comedy', 'Gourmet']",,['Kids'],1 min. per ep.,G - All Ages,6.60,#6480,#5994,"13,393",60,2721,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,,The Lazy Egg,,,,,,
73,デリシャスパーティ♡プリキュア,['TV'],45,Finished Airing,"Feb 6, 2022 to Jan 29, 2023",['Winter 2022'],Sundays at 08:30 (JST),"['TV Asahi', 'Asatsu DK', 'Asahi Broadcasting', 'ABC Animation', 'ADK Emotions']","None found,",['Toei Animation'],Original,,,,24 min. per ep.,G - All Ages,6.86,#5030,#6466,"11,071",121,3421,"The mysterious, delicious world of CooKingdom, which rules over all the cuisine in this world. CooKingdom has closely guarded the Recipe-Bon, in which it's written how to prepare any dish. But, oh no! One day, it gets stolen by the Bundoru Gang! The Bundoru Gang plans to monopolize everything for themselves, and their next target is the Cuisine Fairy Recipeppi... The Energy Fairies have come to Oishi-Na Town in the human world in search of the Recipe-Bon. With their help, an unexpected turn of events leads to three ordinary girls transforming into Pretty Cures! They stand up to the Bundoru Gang, to recover the Recipe-Bon, and to protect everyone's delicious smiles! (Source: Toei Animation USA)","['Adaptation (Manga) Delicious Party♡Precure: Precure Collection', '']",Delicious Party♡Precure,,Delicious Party Pretty Cure,['Mahou Shoujo'],['Action'],,,,
74,あたしゃ川尻こだまだよ～デンジャラスライフハッカーのただれた生活～,['TV'],24,Finished Airing,"Jan 14, 2022 to Aug 12, 2022",['Winter 2022'],Fridays at 01:35 (JST),"None found,","None found,",['Lapin Track'],['Web manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,5.72,#11282,#7054,"8,999",31,3739,"The story depicts the lazy, unhealthy daily life of Kawashiri, who loves alcohol and anything greasy, salty, or sweet. (Source: ANN)",[],Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,The Kodama's Lazy Life,I'm Kodama Kawashiri,,['Comedy'],,,,
75,サザエさん,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,,24 min.,G - All Ages,6.14,#9140,#7126,"8,789",39,1932,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,Mrs. Sazae,,,,,,
76,忍たま乱太郎,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,['Kids'],10 min.,G - All Ages,7.08,#4018,#7384,"8,008",77,2549,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",,,['Comedy'],,El Ninja Boy Rantaró,,
77,ちびまる子ちゃん,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,,['Shoujo'],23 min.,G - All Ages,7.34,#2631,#7918,"6,750",62,2174,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),Maruko-chan,Little Miss Maruko,['School'],['Comedy'],,Chibi Maruko-chan,,
78,ワッチャプリマジ！,['TV'],51,Finished Airing,"Oct 3, 2021 to Oct 9, 2022",['Fall 2021'],Sundays at 10:00 (JST),"['TV Tokyo', 'Takara Tomy A.R.T.S']",['Sentai Filmworks'],"['Tatsunoko Production', 'Dongwoo A&E']",Original,,"['Idols (Female)', 'Mahou Shoujo', 'Music']",,24 min. per ep.,G - All Ages,7.03,#4259,#8328,"5,945",57,1243,"The new series continues the Pretty Series' conceptual motifs of song, dance, and fashion, and it also adds the theme of magic. Middle-school first-year student Matsuri Hibino loves festivals, and she dreams of one day being able to star in ""PriMagi,"" a magic-like form of stage entertainment borne from song, dance and fashion. That day arrives when the hyper-spirited, trouble-making magician Myamu arrives from the magical realm and scouts Matsuri for PriMagi. Together, the two compete with rivals to rise to the top of PriMagi. (Source: ANN)",[],Waccha PriMagi!,,Waccha PriMagi!,,,,,,
79,それいけ！アンパンマン,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],24 min.,PG - Children,6.58,#6591,#9182,"4,599",31,1735,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",,,,,,,
